id,Smoker Prediction,Smoker Probability
205323,1,0.51180017
205324,0,0.0005038968
205325,1,0.57870567
205326,1,0.6003647
205327,0,0.003331431
205328,0,0.22019206
205329,0,0.17294373
205330,0,0.01756531
205331,1,0.58757937
205332,0,0.3333067
205333,0,0.00049926207
205334,1,0.5221722
205335,0,0.003178168
205336,0,0.011048054
205337,0,0.3805498
205338,1,0.58499897
205339,1,0.86533153
205340,0,0.46372
205341,0,0.006588495
205342,1,0.5247494
205343,0,0.1354234
205344,0,0.07804971
205345,1,0.77218723
205346,0,0.21258058
205347,0,0.4045819
205348,1,0.86224514
205349,0,0.30500364
205350,1,0.55711937
205351,1,0.8542356
205352,1,0.54875875
205353,0,0.0030389056
205354,1,0.8119145
205355,1,0.802616
205356,0,0.08506809
205357,0,0.04214973
205358,0,0.4680222
205359,1,0.81404996
205360,1,0.5818432
205361,0,0.17024508
205362,0,0.14612062
205363,1,0.7858676
205364,0,0.0015359999
205365,0,0.029419366
205366,1,0.6044602
205367,1,0.5987212
205368,0,0.026377473
205369,0,0.0005780943
205370,1,0.51862735
205371,0,0.041108508
205372,0,0.009616448
205373,1,0.56093675
205374,1,0.68856794
205375,0,0.023155417
205376,1,0.5522447
205377,1,0.7700678
205378,0,0.33599523
205379,1,0.54293
205380,0,0.00916867
205381,0,0.34042144
205382,0,0.0068661673
205383,0,0.45480338
205384,0,0.24329942
205385,1,0.63831276
205386,0,0.010544737
205387,0,0.093132004
205388,0,0.31837404
205389,0,0.075558476
205390,1,0.8472459
205391,0,0.08629314
205392,1,0.8353941
205393,1,0.5086498
205394,1,0.858469
205395,0,0.46926218
205396,1,0.51499796
205397,0,0.012082889
205398,0,0.09967601
205399,0,0.33759275
205400,0,0.0016304395
205401,0,0.46579248
205402,1,0.7764061
205403,1,0.51314974
205404,0,0.0013308307
205405,1,0.58940196
205406,0,0.01899246
205407,0,0.4902527
205408,0,0.0037393884
205409,0,0.26555118
205410,1,0.6444801
205411,0,0.0028582134
205412,1,0.5014174
205413,1,0.84825337
205414,0,0.42987436
205415,1,0.6068064
205416,0,0.41616112
205417,1,0.9217391
205418,0,0.23749954
205419,0,0.45414305
205420,1,0.68355656
205421,1,0.82154953
205422,0,0.001037909
205423,0,0.27575028
205424,1,0.82360125
205425,0,0.4491873
205426,1,0.50714344
205427,1,0.8166895
205428,1,0.70290947
205429,0,0.015900077
205430,0,0.46123746
205431,1,0.57242864
205432,1,0.53555375
205433,1,0.79327184
205434,1,0.7245855
205435,0,0.43520653
205436,1,0.9362868
205437,0,0.3395092
205438,0,0.13329773
205439,0,0.009790679
205440,1,0.68137074
205441,0,0.02656139
205442,0,0.14364025
205443,1,0.735886
205444,1,0.7280858
205445,1,0.5916822
205446,1,0.8722163
205447,0,0.0011661308
205448,0,0.047329232
205449,1,0.6165266
205450,0,0.3235209
205451,0,0.008949252
205452,0,0.0024610243
205453,0,0.0010890606
205454,0,0.2730533
205455,1,0.5761086
205456,0,0.0056897854
205457,0,0.0012463109
205458,0,0.40273678
205459,0,0.34609458
205460,0,0.3168527
205461,1,0.54014903
205462,1,0.5341258
205463,1,0.5468107
205464,1,0.58685815
205465,0,0.009828867
205466,1,0.7684411
205467,1,0.73159254
205468,0,0.0054865726
205469,1,0.51791555
205470,0,0.08697316
205471,0,0.4521594
205472,1,0.6224772
205473,1,0.84825456
205474,1,0.85087925
205475,0,0.4722988
205476,1,0.81002504
205477,0,0.3560487
205478,0,0.006446646
205479,1,0.82738554
205480,0,0.0035706875
205481,0,0.3311843
205482,1,0.7460972
205483,1,0.7352301
205484,0,0.12677246
205485,1,0.5769856
205486,1,0.8602344
205487,0,0.0022997286
205488,0,0.020240568
205489,1,0.810114
205490,1,0.8523828
205491,0,0.0016840734
205492,0,0.03516454
205493,0,0.016266577
205494,0,0.003173404
205495,0,0.40296614
205496,1,0.8792638
205497,0,0.4882411
205498,1,0.6578444
205499,1,0.7833203
205500,0,0.492199
205501,1,0.68544596
205502,1,0.8826694
205503,1,0.5371054
205504,1,0.7773709
205505,0,0.40590203
205506,1,0.52055544
205507,0,0.019613352
205508,0,0.026429292
205509,0,0.35762295
205510,1,0.71704626
205511,0,0.1664881
205512,0,0.013135777
205513,0,0.0035573312
205514,0,0.054536793
205515,1,0.79883945
205516,0,0.4754131
205517,1,0.52969235
205518,1,0.66019624
205519,1,0.5005764
205520,1,0.84046894
205521,1,0.9103093
205522,1,0.6308061
205523,1,0.6086509
205524,1,0.56355
205525,1,0.66436493
205526,0,0.37109184
205527,1,0.60046256
205528,1,0.5447015
205529,0,0.33330247
205530,0,0.04655443
205531,1,0.75326645
205532,0,0.4013187
205533,0,0.053119585
205534,0,0.47621194
205535,1,0.7651376
205536,0,0.3806015
205537,1,0.8150343
205538,1,0.7095071
205539,1,0.6499286
205540,1,0.5006978
205541,0,0.39628538
205542,1,0.65421754
205543,0,0.03517877
205544,1,0.6798643
205545,1,0.6306087
205546,0,0.496982
205547,0,0.2601559
205548,1,0.6013647
205549,0,0.17541961
205550,1,0.71177673
205551,0,0.022789577
205552,0,0.029706467
205553,1,0.5189576
205554,1,0.8040825
205555,1,0.8936844
205556,1,0.8212674
205557,1,0.6225113
205558,1,0.611091
205559,1,0.6718831
205560,0,0.25427738
205561,0,0.0025268316
205562,0,0.3578438
205563,1,0.8832957
205564,1,0.7263018
205565,0,0.015380072
205566,1,0.5026223
205567,1,0.8474283
205568,0,0.001597415
205569,1,0.5067801
205570,1,0.6735656
205571,0,0.004130016
205572,0,0.008474692
205573,0,0.0031976602
205574,1,0.836803
205575,0,0.0008871086
205576,0,0.006885678
205577,1,0.6104511
205578,0,0.1143541
205579,0,0.39737558
205580,1,0.6470621
205581,0,0.0032058293
205582,0,0.32263687
205583,1,0.5861859
205584,0,0.03771375
205585,1,0.73414886
205586,1,0.731643
205587,1,0.7146513
205588,0,0.0013477595
205589,0,0.49766093
205590,1,0.7193681
205591,1,0.7615748
205592,1,0.74396646
205593,1,0.6915264
205594,0,0.25682452
205595,0,0.0080568995
205596,0,0.0005307872
205597,1,0.5127785
205598,0,0.37240213
205599,1,0.53923523
205600,0,0.20568888
205601,0,0.13993295
205602,1,0.74431837
205603,0,0.0013848434
205604,0,0.23349796
205605,0,0.030073566
205606,1,0.68569547
205607,0,0.002607775
205608,1,0.781428
205609,1,0.8075878
205610,1,0.60406977
205611,0,0.0039641038
205612,0,0.44646433
205613,0,0.0010042986
205614,1,0.76614213
205615,0,0.24461664
205616,1,0.5836765
205617,1,0.53265136
205618,0,0.18950589
205619,0,0.018256158
205620,0,0.15833415
205621,1,0.7182159
205622,0,0.006876394
205623,1,0.6727697
205624,1,0.577067
205625,0,0.49176735
205626,1,0.815723
205627,1,0.78676116
205628,1,0.6341894
205629,1,0.7876637
205630,0,0.43349233
205631,1,0.82822585
205632,0,0.26071346
205633,1,0.8144443
205634,0,0.41681767
205635,0,0.03646894
205636,0,0.44474095
205637,0,0.002949117
205638,1,0.7881042
205639,0,0.37171537
205640,1,0.9006029
205641,0,0.17029609
205642,0,0.0013570421
205643,1,0.71972996
205644,1,0.528963
205645,1,0.7794594
205646,1,0.51861656
205647,1,0.5445966
205648,0,0.0014162301
205649,0,0.36777237
205650,1,0.7172798
205651,0,0.015954727
205652,1,0.8826344
205653,1,0.5294446
205654,1,0.8566391
205655,0,0.4720752
205656,0,0.0003508665
205657,0,0.35476333
205658,1,0.5598829
205659,1,0.79964936
205660,1,0.82685554
205661,1,0.6917005
205662,1,0.6115263
205663,1,0.67754775
205664,1,0.54079026
205665,1,0.7430053
205666,0,0.1401949
205667,0,0.35604966
205668,1,0.7545111
205669,0,0.00014413199
205670,1,0.9238687
205671,1,0.8691166
205672,1,0.83994204
205673,1,0.6377119
205674,1,0.76058334
205675,0,0.4568879
205676,1,0.5295489
205677,0,0.010973619
205678,0,0.0013097877
205679,0,0.35166025
205680,1,0.85012794
205681,0,0.4477852
205682,0,0.4178527
205683,0,0.21097967
205684,1,0.5200238
205685,0,0.4245636
205686,1,0.6733582
205687,0,0.07812111
205688,0,0.009541074
205689,1,0.6575058
205690,1,0.6942431
205691,0,0.47046196
205692,0,0.006314476
205693,0,0.12414152
205694,1,0.7714818
205695,1,0.86353064
205696,0,0.3291067
205697,1,0.5614932
205698,1,0.72782564
205699,1,0.7830963
205700,0,0.00186972
205701,0,0.013940265
205702,1,0.7955005
205703,0,0.01030283
205704,1,0.7249369
205705,1,0.87972885
205706,1,0.792024
205707,0,0.38787615
205708,0,0.31680268
205709,1,0.7219798
205710,1,0.80267185
205711,1,0.73184544
205712,0,0.0047201966
205713,0,0.17397828
205714,0,0.013219183
205715,0,0.33579955
205716,1,0.6795528
205717,1,0.9038534
205718,0,0.029186562
205719,1,0.62877524
205720,1,0.6467704
205721,0,0.0051961397
205722,1,0.84985507
205723,0,0.0003495757
205724,1,0.5449592
205725,1,0.76456624
205726,0,0.39661163
205727,1,0.7267552
205728,0,0.0182625
205729,0,0.00016357665
205730,0,0.0012269493
205731,1,0.78015774
205732,1,0.5482033
205733,0,0.45454013
205734,0,0.057849515
205735,0,0.0008507561
205736,1,0.8207682
205737,1,0.5193654
205738,1,0.7666914
205739,1,0.53623843
205740,0,0.21630017
205741,0,0.4148239
205742,1,0.58213353
205743,1,0.81697464
205744,0,0.050369564
205745,0,0.0003569689
205746,0,0.0012983439
205747,0,0.25177166
205748,1,0.6629221
205749,0,0.098865345
205750,1,0.61073047
205751,1,0.80149186
205752,1,0.69294864
205753,0,0.0027332378
205754,1,0.8844288
205755,0,0.39473352
205756,0,0.15180619
205757,1,0.66862375
205758,1,0.66381717
205759,0,0.0012671152
205760,0,0.0009932871
205761,0,0.28825158
205762,0,0.016807515
205763,0,0.4477759
205764,0,0.40197602
205765,1,0.8445283
205766,1,0.86392975
205767,1,0.5274191
205768,1,0.75528425
205769,0,0.14504102
205770,0,0.041550912
205771,0,0.0042058593
205772,0,0.49753097
205773,0,0.42210832
205774,1,0.5537359
205775,0,0.30512172
205776,0,0.11887051
205777,0,0.030363774
205778,1,0.7558656
205779,0,0.002775109
205780,1,0.9132558
205781,0,0.0073191714
205782,1,0.82697004
205783,0,0.011885496
205784,0,0.029847622
205785,0,0.4753883
205786,0,0.010588728
205787,1,0.8564346
205788,0,0.39708534
205789,1,0.78613824
205790,1,0.78738934
205791,1,0.8725858
205792,0,0.055350345
205793,1,0.7683553
205794,0,0.00068699295
205795,0,0.02694766
205796,0,0.019603241
205797,1,0.6582989
205798,0,0.48881385
205799,0,0.47171244
205800,1,0.78405416
205801,0,0.25192195
205802,0,0.0032462801
205803,1,0.89770055
205804,0,0.039773364
205805,1,0.8770441
205806,1,0.5312931
205807,1,0.8798859
205808,1,0.7182055
205809,1,0.7570806
205810,1,0.64345646
205811,0,0.42212495
205812,0,0.005443657
205813,1,0.78317976
205814,1,0.80638444
205815,0,0.09131597
205816,1,0.7903799
205817,1,0.5634371
205818,0,0.086343184
205819,0,0.025048139
205820,1,0.8269714
205821,0,0.00014150294
205822,1,0.72786015
205823,0,0.0098512005
205824,1,0.9068827
205825,1,0.87762207
205826,1,0.58727664
205827,1,0.9852656
205828,1,0.843556
205829,1,0.71139264
205830,0,0.005112565
205831,0,0.010631746
205832,1,0.693473
205833,1,0.64435977
205834,1,0.60699075
205835,0,0.38530946
205836,1,0.58414465
205837,0,0.44377705
205838,0,0.01228854
205839,0,0.20728754
205840,0,0.353039
205841,0,0.0728389
205842,0,0.10605054
205843,1,0.618191
205844,0,0.4408437
205845,0,0.001643372
205846,0,0.04288501
205847,1,0.6487315
205848,1,0.7571697
205849,1,0.84389204
205850,0,0.002563147
205851,1,0.55343795
205852,1,0.6662566
205853,0,0.0018861118
205854,1,0.5203496
205855,1,0.6251472
205856,0,0.46826982
205857,1,0.79446757
205858,1,0.6481206
205859,1,0.5216139
205860,1,0.82744193
205861,0,0.0038809576
205862,1,0.6176553
205863,1,0.8043874
205864,1,0.7706626
205865,1,0.56656146
205866,1,0.8113613
205867,0,0.0003923417
205868,1,0.8428428
205869,0,0.10405634
205870,1,0.5007631
205871,0,0.0029628486
205872,1,0.9202725
205873,1,0.83605856
205874,0,0.1008701
205875,0,0.30826154
205876,1,0.7842043
205877,1,0.8007331
205878,0,0.016853414
205879,0,0.49477926
205880,1,0.5475647
205881,0,0.046555106
205882,0,0.34625965
205883,1,0.91209686
205884,1,0.73987204
205885,0,0.0004448381
205886,0,0.0021145903
205887,1,0.67819583
205888,0,0.02986473
205889,1,0.92156357
205890,0,0.054580916
205891,1,0.58313835
205892,1,0.5787423
205893,0,0.22038957
205894,0,0.38635296
205895,1,0.9427083
205896,1,0.65768445
205897,1,0.72695416
205898,0,0.004827549
205899,0,0.0048532705
205900,0,0.1625983
205901,0,0.027094707
205902,1,0.7504627
205903,0,0.026170641
205904,0,0.00770246
205905,0,0.49885792
205906,0,0.0038101408
205907,1,0.6559998
205908,1,0.57358646
205909,0,0.024336016
205910,0,0.05744304
205911,0,0.0078453105
205912,0,0.4429916
205913,0,0.19836462
205914,0,0.015017774
205915,1,0.7669032
205916,0,0.34319565
205917,0,0.0925289
205918,0,0.069932766
205919,0,0.38376608
205920,1,0.5550181
205921,0,0.27175057
205922,1,0.766105
205923,0,0.0059967535
205924,0,0.004460158
205925,0,0.18300286
205926,1,0.8065015
205927,1,0.8510796
205928,1,0.6369787
205929,0,0.36147994
205930,0,0.24737689
205931,0,0.22437981
205932,0,0.32461387
205933,1,0.788442
205934,0,0.14627905
205935,1,0.84198624
205936,1,0.71376264
205937,1,0.7232638
205938,1,0.7180745
205939,1,0.5586753
205940,0,0.43715906
205941,0,0.00082362856
205942,1,0.73827064
205943,1,0.6733597
205944,0,0.0011155179
205945,0,0.015645213
205946,1,0.6288513
205947,0,0.006388321
205948,1,0.741614
205949,0,0.000962655
205950,0,0.44660163
205951,0,0.38255104
205952,1,0.7494066
205953,1,0.8274433
205954,0,0.0047011427
205955,1,0.78345966
205956,0,0.31053424
205957,1,0.6906645
205958,1,0.5483881
205959,0,0.027563956
205960,1,0.9123447
205961,0,0.23372543
205962,0,0.19393378
205963,1,0.5093148
205964,1,0.58413434
205965,1,0.76930207
205966,0,0.43583024
205967,0,0.07536225
205968,1,0.7658872
205969,0,0.005678046
205970,0,0.016350217
205971,1,0.74071777
205972,0,0.008748522
205973,1,0.899574
205974,1,0.86844623
205975,0,0.006085633
205976,0,0.4355756
205977,0,0.013949405
205978,1,0.831132
205979,0,0.006870369
205980,1,0.7677063
205981,1,0.79496264
205982,1,0.79892236
205983,1,0.63245934
205984,0,0.06886753
205985,0,0.03926398
205986,1,0.7207993
205987,0,0.19788034
205988,0,0.48710084
205989,1,0.67918074
205990,1,0.6390018
205991,0,0.00022061373
205992,0,0.49526405
205993,1,0.65830296
205994,1,0.78016895
205995,0,0.44691622
205996,0,0.021303153
205997,0,0.45120543
205998,0,0.026496647
205999,0,0.006176475
206000,0,0.054265257
206001,1,0.5056696
206002,1,0.8488292
206003,0,0.4983468
206004,1,0.82152385
206005,0,0.47918865
206006,1,0.67974603
206007,1,0.8036764
206008,1,0.8524457
206009,1,0.51285607
206010,1,0.78531396
206011,1,0.9078891
206012,0,0.34059802
206013,0,0.007714551
206014,1,0.81478494
206015,1,0.7505127
206016,0,0.016540142
206017,0,0.009730864
206018,0,0.08451463
206019,1,0.74353707
206020,0,0.4008629
206021,1,0.6079468
206022,0,0.040625382
206023,0,0.0025165575
206024,1,0.75347126
206025,1,0.5497443
206026,1,0.64685
206027,0,0.18877427
206028,1,0.83376366
206029,0,0.0046383226
206030,1,0.5874463
206031,1,0.7534985
206032,0,0.008140056
206033,1,0.7269346
206034,1,0.54875815
206035,0,0.0003634681
206036,0,0.0022514036
206037,1,0.5080556
206038,1,0.78041023
206039,1,0.8520235
206040,0,0.0067558433
206041,0,0.0386535
206042,1,0.59102654
206043,0,0.47039962
206044,0,0.017957127
206045,1,0.622288
206046,0,0.026217414
206047,1,0.8742505
206048,0,0.16650295
206049,0,0.45595935
206050,1,0.7521669
206051,1,0.85230976
206052,0,0.00960829
206053,0,0.46989787
206054,1,0.92024785
206055,1,0.8299164
206056,1,0.6051226
206057,0,0.0135855675
206058,0,0.0016542366
206059,1,0.7473856
206060,1,0.59602106
206061,1,0.6280234
206062,1,0.760827
206063,0,0.4889075
206064,1,0.907107
206065,1,0.8960557
206066,1,0.7103649
206067,1,0.6881286
206068,1,0.63854265
206069,0,0.01416741
206070,1,0.63900024
206071,0,0.3267097
206072,0,0.3944238
206073,1,0.7497683
206074,0,0.13753757
206075,0,0.45758036
206076,0,0.053721342
206077,0,0.12424725
206078,0,0.0016775203
206079,1,0.7446377
206080,0,0.0023843257
206081,0,0.009465637
206082,1,0.51069164
206083,1,0.7537826
206084,1,0.7739656
206085,0,0.3788898
206086,1,0.65824616
206087,1,0.60719806
206088,0,0.00085673697
206089,0,0.44078335
206090,1,0.61469865
206091,1,0.8220063
206092,0,0.2783728
206093,1,0.68334323
206094,1,0.7793433
206095,1,0.7799216
206096,0,0.028321717
206097,1,0.73229283
206098,1,0.85957825
206099,1,0.8338382
206100,1,0.81324023
206101,0,0.3105256
206102,0,0.3667339
206103,1,0.7540879
206104,1,0.65971947
206105,1,0.77310514
206106,1,0.63069415
206107,1,0.5339335
206108,0,0.3753997
206109,0,0.022687552
206110,1,0.8217646
206111,1,0.811034
206112,0,0.025174366
206113,1,0.7101988
206114,0,0.2577444
206115,1,0.75614625
206116,1,0.50619745
206117,1,0.50174713
206118,1,0.69818276
206119,0,0.10073231
206120,0,0.41335094
206121,0,0.10115454
206122,1,0.51814425
206123,0,0.4901717
206124,1,0.71857995
206125,1,0.76983446
206126,0,0.0017164268
206127,1,0.87128484
206128,1,0.8506253
206129,0,0.088842176
206130,0,0.006894174
206131,0,0.0062873214
206132,0,0.0031410994
206133,0,0.4362956
206134,0,0.41590023
206135,0,0.0017208117
206136,1,0.515394
206137,1,0.8493288
206138,0,0.004511103
206139,1,0.50605524
206140,1,0.6258854
206141,1,0.59560287
206142,1,0.55220824
206143,1,0.87054044
206144,0,0.03985148
206145,1,0.66619414
206146,1,0.6460959
206147,1,0.85195994
206148,0,0.23193716
206149,1,0.8105088
206150,0,0.062540464
206151,0,0.009272617
206152,1,0.78080493
206153,1,0.8569574
206154,0,0.46949524
206155,0,0.052869417
206156,0,0.14746244
206157,1,0.5170066
206158,1,0.7127956
206159,0,0.07612391
206160,1,0.62802035
206161,1,0.6941098
206162,0,0.29490533
206163,1,0.5976971
206164,0,0.38981375
206165,0,0.14279544
206166,0,0.21193114
206167,1,0.8146729
206168,0,0.27249166
206169,0,0.19888993
206170,1,0.70076156
206171,0,0.18621802
206172,0,0.40049618
206173,0,0.44133165
206174,0,0.11213934
206175,0,0.0036539622
206176,1,0.69819903
206177,0,0.00129361
206178,1,0.71568304
206179,1,0.68776834
206180,1,0.85574234
206181,1,0.75790256
206182,1,0.56724083
206183,0,0.00022426834
206184,1,0.60520655
206185,0,0.00033693068
206186,0,0.008489915
206187,0,0.0042171096
206188,0,0.020785237
206189,1,0.79921246
206190,1,0.671255
206191,1,0.5541964
206192,1,0.84480876
206193,1,0.5902296
206194,0,0.057506133
206195,0,0.38756683
206196,0,0.062448915
206197,1,0.7449614
206198,0,0.02131265
206199,1,0.53642285
206200,0,0.42467606
206201,0,0.10004193
206202,0,0.015349162
206203,1,0.6470411
206204,0,0.011422834
206205,0,0.26446423
206206,0,0.003642081
206207,1,0.53389645
206208,0,0.003185076
206209,0,0.025066448
206210,0,0.023650318
206211,1,0.7655547
206212,0,0.08832442
206213,1,0.5898983
206214,1,0.5714789
206215,0,0.29191434
206216,0,0.41778576
206217,1,0.5267399
206218,1,0.72487557
206219,0,0.36451972
206220,1,0.65076375
206221,0,0.3226932
206222,1,0.78255564
206223,0,2.8231789e-05
206224,0,0.0019821443
206225,1,0.7782311
206226,1,0.85398525
206227,0,0.0625076
206228,0,0.005316185
206229,1,0.5350103
206230,1,0.8090203
206231,0,0.003298037
206232,0,0.2976893
206233,1,0.5114828
206234,0,0.33770132
206235,1,0.5204873
206236,1,0.6645459
206237,1,0.5230694
206238,0,0.027391486
206239,0,0.09710075
206240,0,0.37360972
206241,1,0.79451716
206242,0,0.00090925005
206243,0,0.0027972548
206244,0,0.47944003
206245,0,0.11671469
206246,0,0.44615522
206247,0,0.032046597
206248,0,0.43252605
206249,1,0.5469771
206250,0,0.36011007
206251,0,0.12195431
206252,0,0.2127136
206253,0,0.3606253
206254,0,0.012452111
206255,0,0.005253392
206256,0,0.04965336
206257,0,0.001636416
206258,0,0.028494041
206259,0,0.035183717
206260,1,0.590697
206261,0,0.007324654
206262,0,0.001179584
206263,0,0.49477616
206264,1,0.54154646
206265,1,0.59437317
206266,0,0.43209562
206267,0,0.43835184
206268,1,0.8206315
206269,0,0.009458745
206270,0,0.099539466
206271,1,0.68333614
206272,1,0.6810937
206273,1,0.8553812
206274,0,0.28790963
206275,0,0.42139265
206276,0,0.00024404752
206277,1,0.84629154
206278,0,0.023265883
206279,1,0.5125032
206280,0,0.471728
206281,0,0.004851682
206282,0,0.012441262
206283,1,0.78070503
206284,0,0.4692124
206285,1,0.7123301
206286,1,0.82637167
206287,0,0.1302039
206288,0,0.24558094
206289,0,0.16217496
206290,0,0.026538305
206291,1,0.7875001
206292,0,0.39413583
206293,1,0.7360014
206294,0,0.0039765583
206295,0,0.0012476632
206296,0,0.049188003
206297,1,0.52550006
206298,0,0.0074630906
206299,0,0.022634417
206300,1,0.72495604
206301,1,0.8128638
206302,1,0.67239785
206303,1,0.74358064
206304,1,0.906988
206305,1,0.7806311
206306,0,0.023682812
206307,1,0.76783246
206308,1,0.77151865
206309,0,0.021882318
206310,1,0.8148392
206311,0,0.0073551647
206312,0,0.37587062
206313,0,0.39315206
206314,1,0.7650486
206315,0,0.00027978196
206316,0,0.49697632
206317,0,0.094914794
206318,1,0.5131167
206319,1,0.65023696
206320,0,0.4725564
206321,1,0.643416
206322,0,0.28514054
206323,0,0.42756766
206324,1,0.54276955
206325,0,0.016110128
206326,0,0.4366271
206327,0,0.010235971
206328,1,0.7791941
206329,1,0.55670184
206330,0,0.030425606
206331,1,0.55148965
206332,0,0.006475894
206333,1,0.5193215
206334,0,0.013703115
206335,0,0.00258605
206336,0,0.1485945
206337,1,0.63839996
206338,1,0.62871474
206339,0,0.45749953
206340,0,0.0034842386
206341,1,0.78246206
206342,0,0.16945145
206343,1,0.6277142
206344,1,0.8001579
206345,0,0.20510061
206346,1,0.5988382
206347,0,0.48538485
206348,0,0.49118355
206349,1,0.84891504
206350,0,0.10334292
206351,1,0.58026147
206352,1,0.5266723
206353,0,0.45251277
206354,1,0.78475565
206355,0,0.0018508275
206356,1,0.6284455
206357,0,0.22260427
206358,0,0.08199278
206359,1,0.6247662
206360,1,0.74234664
206361,1,0.78044426
206362,0,0.41588876
206363,0,0.44597077
206364,0,0.091137856
206365,0,0.04732878
206366,0,0.41357315
206367,1,0.7053833
206368,1,0.7132532
206369,1,0.8053452
206370,0,0.03521211
206371,1,0.69766426
206372,0,0.18561368
206373,0,0.0031037296
206374,0,0.46325123
206375,0,0.012406526
206376,0,0.0073786494
206377,0,0.011965979
206378,0,0.010185422
206379,1,0.6846324
206380,1,0.82760036
206381,0,0.0016225127
206382,1,0.781675
206383,1,0.5841968
206384,1,0.8560793
206385,1,0.843242
206386,1,0.79355025
206387,0,0.008776408
206388,1,0.74594635
206389,1,0.50485575
206390,0,0.30975595
206391,0,0.0032237223
206392,1,0.5493166
206393,1,0.54472905
206394,0,0.034860764
206395,1,0.77726334
206396,0,0.48316973
206397,0,0.0057921764
206398,0,0.00036419858
206399,1,0.7555502
206400,1,0.5450518
206401,1,0.8260592
206402,0,0.2569112
206403,1,0.6992132
206404,0,0.38953853
206405,0,0.4003449
206406,0,0.009294869
206407,1,0.5574833
206408,0,5.14965e-05
206409,0,0.48964357
206410,1,0.7553614
206411,1,0.5584149
206412,0,0.46404907
206413,1,0.8039477
206414,0,0.4526404
206415,1,0.56274974
206416,0,0.46650517
206417,1,0.8200344
206418,0,0.13236506
206419,0,0.43152598
206420,1,0.83611214
206421,1,0.77244025
206422,0,0.005195782
206423,1,0.8300255
206424,1,0.69511795
206425,0,0.00088393816
206426,1,0.78137493
206427,0,0.27153745
206428,1,0.88202876
206429,1,0.831519
206430,1,0.90248275
206431,1,0.69633657
206432,0,0.35071042
206433,0,0.0011631459
206434,0,0.04886026
206435,1,0.525656
206436,0,0.49120706
206437,1,0.63212126
206438,0,0.0048135733
206439,1,0.83771545
206440,1,0.6657156
206441,1,0.56840324
206442,1,0.78666145
206443,0,0.2986177
206444,1,0.69171625
206445,0,0.16944095
206446,1,0.67454267
206447,1,0.6653085
206448,1,0.843089
206449,0,0.3677597
206450,1,0.7191104
206451,1,0.59215575
206452,0,0.021222152
206453,1,0.734036
206454,1,0.7543835
206455,0,0.27246115
206456,0,0.004134612
206457,0,0.24496195
206458,1,0.5630948
206459,0,0.22656742
206460,1,0.8150084
206461,0,0.0027360183
206462,0,0.45434996
206463,0,0.31744108
206464,1,0.8124184
206465,1,0.7686434
206466,1,0.7735738
206467,0,0.003354102
206468,0,0.0059578316
206469,1,0.81180406
206470,0,0.00017246662
206471,0,0.016717084
206472,1,0.5768793
206473,1,0.59172297
206474,0,0.06837831
206475,0,0.0037719894
206476,0,0.23318043
206477,1,0.69949096
206478,1,0.9078681
206479,0,0.005106723
206480,1,0.5398802
206481,1,0.56183475
206482,1,0.6187992
206483,1,0.8920705
206484,1,0.81385404
206485,0,0.048244752
206486,0,0.007725527
206487,1,0.5504724
206488,0,0.0090828305
206489,1,0.8080022
206490,0,0.02457907
206491,1,0.85534614
206492,0,0.0108248545
206493,0,0.0032517726
206494,0,6.447307e-05
206495,0,0.49840105
206496,1,0.84931123
206497,1,0.68762416
206498,0,0.0011573832
206499,1,0.84364057
206500,1,0.86705023
206501,1,0.5338925
206502,0,0.0001157743
206503,0,0.039344784
206504,0,0.20558365
206505,0,0.2658731
206506,1,0.5638677
206507,0,0.15091375
206508,1,0.8233472
206509,1,0.8099721
206510,1,0.59973526
206511,1,0.5864961
206512,1,0.7470525
206513,0,0.053074155
206514,1,0.7339513
206515,0,0.00267149
206516,1,0.8333467
206517,0,0.0039971527
206518,1,0.5010504
206519,1,0.566473
206520,1,0.58710337
206521,1,0.55043656
206522,1,0.5676962
206523,0,0.3216081
206524,0,0.3104913
206525,0,0.42904985
206526,1,0.6269346
206527,0,0.3309749
206528,0,0.15990312
206529,1,0.53533065
206530,1,0.83055687
206531,1,0.7209856
206532,0,0.0005692925
206533,1,0.79114807
206534,0,0.4956388
206535,0,0.44563708
206536,0,0.0047468916
206537,1,0.8217845
206538,0,0.18235806
206539,0,0.3354967
206540,1,0.60067236
206541,1,0.72941434
206542,1,0.63860273
206543,1,0.63963634
206544,1,0.5280423
206545,1,0.697751
206546,1,0.66437507
206547,0,0.34037325
206548,1,0.6039619
206549,0,0.44455054
206550,1,0.5727783
206551,0,0.0024065352
206552,1,0.62062514
206553,0,0.057945665
206554,0,0.015252747
206555,0,0.49043453
206556,1,0.70793813
206557,0,0.005090541
206558,1,0.7013032
206559,1,0.7140881
206560,0,0.232845
206561,0,0.4831183
206562,1,0.70682967
206563,1,0.8295678
206564,0,0.1744194
206565,0,0.00075687235
206566,0,0.27547824
206567,1,0.7061937
206568,0,0.323998
206569,1,0.80586815
206570,1,0.752654
206571,1,0.6012447
206572,0,0.025455246
206573,0,0.310209
206574,1,0.5296717
206575,0,0.0038446963
206576,1,0.7006326
206577,1,0.82041925
206578,1,0.7516604
206579,1,0.7688292
206580,0,0.007904584
206581,1,0.86378366
206582,0,0.005743465
206583,1,0.7551295
206584,0,0.36682823
206585,1,0.77414066
206586,1,0.60914385
